time,gFx,gFy,gFz,TgF
6.485000,0.0625,0.2363,0.9670,0.997
6.488000,0.0633,0.2375,0.9682,0.999
6.489000,0.0628,0.2367,0.9672,0.998
6.491000,0.0647,0.2360,0.9685,0.999
6.496000,0.0647,0.2358,0.9702,1.001
6.496000,0.0640,0.2360,0.9697,1.000
6.497000,0.0640,0.2363,0.9702,1.001
6.499000,0.0645,0.2370,0.9702,1.001
6.501000,0.0635,0.2372,0.9704,1.001
6.503000,0.0652,0.2365,0.9711,1.002
6.505000,0.0657,0.2350,0.9707,1.001
6.514000,0.0655,0.2353,0.9707,1.001
6.514000,0.0665,0.2353,0.9702,1.000
6.515000,0.0652,0.2360,0.9699,1.000
6.516000,0.0662,0.2358,0.9687,0.999
6.516000,0.0667,0.2353,0.9687,0.999
6.517000,0.0691,0.2343,0.9707,1.001
6.519000,0.0691,0.2338,0.9702,1.000
6.521000,0.0669,0.2343,0.9687,0.999
6.524000,0.0674,0.2355,0.9702,1.001
6.525000,0.0679,0.2358,0.9709,1.001
6.527000,0.0672,0.2360,0.9709,1.001
6.529000,0.0672,0.2365,0.9699,1.001
6.533000,0.0667,0.2363,0.9699,1.001
6.534000,0.0669,0.2355,0.9697,1.000
6.535000,0.0677,0.2355,0.9697,1.000
6.537000,0.0679,0.2358,0.9711,1.002
6.539000,0.0682,0.2353,0.9707,1.001
6.541000,0.0677,0.2365,0.9711,1.002
6.543000,0.0669,0.2370,0.9699,1.001
6.545000,0.0677,0.2355,0.9685,0.999
6.548000,0.0679,0.2358,0.9665,0.997
6.549000,0.0679,0.2355,0.9655,0.996
6.551000,0.0662,0.2358,0.9631,0.994
6.553000,0.0662,0.2358,0.9643,0.995
6.555000,0.0667,0.2360,0.9648,0.995
6.559000,0.0660,0.2341,0.9648,0.995
6.560000,0.0660,0.2358,0.9653,0.996
6.561000,0.0650,0.2353,0.9655,0.996
6.563000,0.0643,0.2348,0.9663,0.996
6.565000,0.0635,0.2353,0.9665,0.997
6.567000,0.0647,0.2350,0.9628,0.993
6.569000,0.0652,0.2345,0.9616,0.992
6.571000,0.0667,0.2341,0.9628,0.993
6.575000,0.0669,0.2336,0.9628,0.993
6.575000,0.0674,0.2341,0.9631,0.993
6.577000,0.0667,0.2341,0.9641,0.994
6.579000,0.0667,0.2328,0.9653,0.995
6.582000,0.0655,0.2328,0.9670,0.997
6.583000,0.0647,0.2331,0.9704,1.000
6.585000,0.0645,0.2358,0.9685,0.999
6.587000,0.0645,0.2355,0.9677,0.998
6.589000,0.0655,0.2338,0.9682,0.998
6.594000,0.0674,0.2336,0.9697,1.000
6.594000,0.0687,0.2343,0.9697,1.000
6.595000,0.0684,0.2353,0.9680,0.998
6.597000,0.0694,0.2345,0.9660,0.996
6.599000,0.0689,0.2343,0.9667,0.997
6.601000,0.0694,0.2336,0.9660,0.996
6.603000,0.0682,0.2338,0.9685,0.999
6.605000,0.0682,0.2350,0.9702,1.001
6.608000,0.0691,0.2355,0.9697,1.000
6.609000,0.0689,0.2348,0.9687,0.999
6.611000,0.0691,0.2341,0.9680,0.998
6.615000,0.0696,0.2338,0.9680,0.998
6.615000,0.0691,0.2331,0.9699,1.000
6.617000,0.0684,0.2341,0.9707,1.001
6.619000,0.0684,0.2348,0.9699,1.000
6.621000,0.0684,0.2341,0.9685,0.999
6.623000,0.0684,0.2333,0.9685,0.999
6.625000,0.0684,0.2355,0.9680,0.999
6.627000,0.0682,0.2358,0.9660,0.997
6.629000,0.0679,0.2355,0.9650,0.996
6.631000,0.0677,0.2353,0.9648,0.995
6.633000,0.0662,0.2370,0.9643,0.995
6.635000,0.0660,0.2375,0.9648,0.996
6.637000,0.0662,0.2377,0.9641,0.995
6.639000,0.0674,0.2372,0.9646,0.996
6.641000,0.0674,0.2365,0.9655,0.996
6.644000,0.0665,0.2363,0.9641,0.995
6.645000,0.0667,0.2372,0.9636,0.995
6.647000,0.0669,0.2370,0.9628,0.994
6.649000,0.0660,0.2355,0.9624,0.993
6.651000,0.0652,0.2375,0.9626,0.994
6.652000,0.0660,0.2372,0.9631,0.994
6.654000,0.0662,0.2365,0.9638,0.995
6.657000,0.0672,0.2367,0.9636,0.995
6.659000,0.0684,0.2355,0.9624,0.993
6.661000,0.0682,0.2365,0.9616,0.993
6.663000,0.0667,0.2360,0.9616,0.992
6.665000,0.0677,0.2353,0.9614,0.992
6.667000,0.0674,0.2333,0.9614,0.992
6.669000,0.0669,0.2331,0.9619,0.992
6.671000,0.0689,0.2326,0.9648,0.995
6.673000,0.0689,0.2343,0.9655,0.996
6.675000,0.0691,0.2355,0.9658,0.996
6.677000,0.0684,0.2367,0.9665,0.997
6.679000,0.0682,0.2350,0.9675,0.998
6.681000,0.0679,0.2341,0.9707,1.001
6.683000,0.0672,0.2348,0.9707,1.001
6.685000,0.0669,0.2345,0.9711,1.001
6.687000,0.0679,0.2353,0.9704,1.001
6.689000,0.0677,0.2343,0.9692,0.999
6.693000,0.0684,0.2343,0.9680,0.998
6.694000,0.0691,0.2350,0.9697,1.000
6.696000,0.0682,0.2345,0.9697,1.000
6.697000,0.0682,0.2345,0.9692,0.999
6.699000,0.0687,0.2333,0.9672,0.997
6.701000,0.0677,0.2341,0.9685,0.999
6.703000,0.0679,0.2343,0.9689,0.999
6.706000,0.0674,0.2348,0.9672,0.998
6.710000,0.0669,0.2348,0.9655,0.996
6.711000,0.0669,0.2348,0.9665,0.997
6.712000,0.0667,0.2350,0.9655,0.996
6.713000,0.0667,0.2363,0.9658,0.996
6.715000,0.0652,0.2375,0.9655,0.996
6.717000,0.0657,0.2394,0.9648,0.996
6.719000,0.0667,0.2404,0.9655,0.997
6.721000,0.0669,0.2399,0.9658,0.997
6.722000,0.0672,0.2394,0.9680,0.999
6.725000,0.0669,0.2389,0.9667,0.998
6.728000,0.0665,0.2389,0.9663,0.998
6.731000,0.0669,0.2380,0.9663,0.997
6.731000,0.0652,0.2387,0.9680,0.999
6.733000,0.0655,0.2394,0.9689,1.000
6.735000,0.0660,0.2387,0.9714,1.002
6.737000,0.0655,0.2377,0.9729,1.004
6.739000,0.0650,0.2382,0.9733,1.004
6.742000,0.0645,0.2385,0.9738,1.005
6.743000,0.0640,0.2385,0.9760,1.007
6.744000,0.0633,0.2377,0.9773,1.008
6.747000,0.0628,0.2365,0.9792,1.009
6.749000,0.0611,0.2360,0.9807,1.011
6.751000,0.0618,0.2365,0.9809,1.011
6.753000,0.0633,0.2372,0.9809,1.011
6.755000,0.0618,0.2375,0.9821,1.012
6.758000,0.0606,0.2382,0.9819,1.012
6.759000,0.0623,0.2375,0.9812,1.011
6.761000,0.0630,0.2397,0.9797,1.011
6.763000,0.0621,0.2392,0.9790,1.010
6.765000,0.0625,0.2382,0.9790,1.009
6.767000,0.0623,0.2392,0.9777,1.009
6.769000,0.0630,0.2394,0.9731,1.004
6.771000,0.0633,0.2399,0.9707,1.002
6.773000,0.0655,0.2385,0.9672,0.998
6.775000,0.0696,0.2414,0.9518,0.984
6.777000,0.0738,0.2436,0.9328,0.967
6.779000,0.0831,0.2460,0.8859,0.923
6.781000,0.0906,0.2480,0.8600,0.900
6.783000,0.0916,0.2494,0.8590,0.899
6.785000,0.0906,0.2514,0.8786,0.918
6.788000,0.0875,0.2512,0.9049,0.943
6.789000,0.0875,0.2504,0.9186,0.956
6.793000,0.0858,0.2477,0.9391,0.975
6.794000,0.0831,0.2419,0.9531,0.987
6.795000,0.0821,0.2385,0.9599,0.992
6.797000,0.0782,0.2348,0.9719,1.003
6.799000,0.0738,0.2306,0.9826,1.012
6.801000,0.0721,0.2301,0.9848,1.014
6.803000,0.0674,0.2297,0.9836,1.012
6.804000,0.0647,0.2314,0.9763,1.005
6.808000,0.0625,0.2321,0.9731,1.002
6.809000,0.0616,0.2321,0.9697,0.999
6.811000,0.0638,0.2336,0.9714,1.001
6.813000,0.0643,0.2341,0.9736,1.003
6.815000,0.0638,0.2328,0.9804,1.010
6.816000,0.0645,0.2321,0.9841,1.013
6.818000,0.0657,0.2304,0.9868,1.015
6.821000,0.0669,0.2287,0.9926,1.021
6.823000,0.0696,0.2265,0.9970,1.025
6.825000,0.0704,0.2260,1.0002,1.028
6.827000,0.0696,0.2255,1.0075,1.035
6.829000,0.0660,0.2235,1.0166,1.043
6.831000,0.0650,0.2233,1.0222,1.048
6.833000,0.0633,0.2223,1.0337,1.059
6.834000,0.0618,0.2201,1.0420,1.067
6.837000,0.0625,0.2187,1.0454,1.070
6.839000,0.0618,0.2174,1.0498,1.074
6.841000,0.0603,0.2179,1.0532,1.077
6.842000,0.0596,0.2182,1.0532,1.077
6.845000,0.0599,0.2194,1.0535,1.078
6.848000,0.0623,0.2189,1.0496,1.074
6.848000,0.0628,0.2189,1.0466,1.071
6.850000,0.0638,0.2216,1.0413,1.066
6.852000,0.0630,0.2213,1.0327,1.058
6.854000,0.0572,0.2209,1.0300,1.055
6.856000,0.0569,0.2184,1.0237,1.048
6.859000,0.0611,0.2189,1.0193,1.044
6.861000,0.0679,0.2199,1.0122,1.038
6.863000,0.0704,0.2231,1.0078,1.035
6.865000,0.0772,0.2255,0.9946,1.023
6.867000,0.0831,0.2314,0.9841,1.014
6.868000,0.0855,0.2338,0.9802,1.011
6.870000,0.0887,0.2382,0.9702,1.003
6.873000,0.0902,0.2428,0.9660,1.000
6.876000,0.0921,0.2438,0.9636,0.998
6.878000,0.0933,0.2458,0.9582,0.994
6.879000,0.0941,0.2499,0.9523,0.989
6.882000,0.0928,0.2519,0.9482,0.985
6.883000,0.0928,0.2568,0.9401,0.979
6.885000,0.0919,0.2607,0.9333,0.973
6.887000,0.0911,0.2619,0.9303,0.971
6.889000,0.0880,0.2641,0.9245,0.965
6.892000,0.0875,0.2673,0.9181,0.960
