time,gFx,gFy,gFz,TgF
2.307000,0.0677,0.2411,0.9643,0.996
2.308000,0.0672,0.2419,0.9658,0.998
2.310000,0.0699,0.2411,0.9633,0.996
2.311000,0.0694,0.2416,0.9641,0.996
2.315000,0.0704,0.2428,0.9660,0.999
2.315000,0.0696,0.2421,0.9672,1.000
2.317000,0.0721,0.2424,0.9663,0.999
2.320000,0.0723,0.2424,0.9672,1.000
2.321000,0.0728,0.2416,0.9694,1.002
2.324000,0.0723,0.2414,0.9704,1.003
2.325000,0.0726,0.2414,0.9707,1.003
2.327000,0.0721,0.2431,0.9692,1.002
2.329000,0.0706,0.2438,0.9697,1.002
2.332000,0.0711,0.2433,0.9704,1.003
2.333000,0.0716,0.2419,0.9697,1.002
2.337000,0.0711,0.2424,0.9699,1.002
2.337000,0.0701,0.2428,0.9699,1.002
2.339000,0.0701,0.2424,0.9687,1.001
2.341000,0.0713,0.2436,0.9689,1.002
2.343000,0.0711,0.2433,0.9689,1.002
2.345000,0.0709,0.2428,0.9682,1.001
2.348000,0.0704,0.2426,0.9665,0.999
2.349000,0.0701,0.2426,0.9660,0.998
2.351000,0.0704,0.2431,0.9677,1.000
2.353000,0.0689,0.2426,0.9665,0.999
2.356000,0.0682,0.2438,0.9672,1.000
2.357000,0.0694,0.2438,0.9660,0.999
2.359000,0.0691,0.2426,0.9653,0.998
2.361000,0.0691,0.2428,0.9660,0.998
2.367000,0.0701,0.2433,0.9653,0.998
2.368000,0.0701,0.2424,0.9643,0.997
2.369000,0.0701,0.2416,0.9653,0.998
2.369000,0.0718,0.2419,0.9641,0.997
2.371000,0.0716,0.2414,0.9621,0.995
2.373000,0.0699,0.2424,0.9611,0.994
2.375000,0.0713,0.2424,0.9606,0.993
2.377000,0.0699,0.2402,0.9592,0.991
2.381000,0.0699,0.2399,0.9589,0.991
2.381000,0.0709,0.2406,0.9589,0.991
2.384000,0.0694,0.2397,0.9572,0.989
2.385000,0.0689,0.2397,0.9580,0.990
2.387000,0.0701,0.2382,0.9584,0.990
2.389000,0.0709,0.2399,0.9589,0.991
2.391000,0.0701,0.2397,0.9587,0.991
2.394000,0.0691,0.2387,0.9597,0.991
2.396000,0.0699,0.2392,0.9611,0.993
2.398000,0.0709,0.2399,0.9616,0.994
2.400000,0.0711,0.2406,0.9619,0.994
2.401000,0.0716,0.2421,0.9619,0.994
2.404000,0.0726,0.2421,0.9624,0.995
2.405000,0.0728,0.2406,0.9633,0.996
2.408000,0.0743,0.2424,0.9646,0.997
2.409000,0.0745,0.2421,0.9648,0.997
2.411000,0.0740,0.2428,0.9646,0.997
2.413000,0.0733,0.2426,0.9648,0.998
2.415000,0.0723,0.2431,0.9682,1.001
2.418000,0.0718,0.2448,0.9675,1.001
2.419000,0.0726,0.2450,0.9670,1.000
2.422000,0.0709,0.2443,0.9667,1.000
2.424000,0.0699,0.2441,0.9670,1.000
2.425000,0.0696,0.2438,0.9692,1.002
2.427000,0.0699,0.2441,0.9697,1.002
2.429000,0.0704,0.2438,0.9707,1.003
2.431000,0.0687,0.2450,0.9709,1.004
2.434000,0.0684,0.2453,0.9719,1.005
2.435000,0.0684,0.2453,0.9714,1.004
2.437000,0.0706,0.2441,0.9724,1.005
2.439000,0.0699,0.2428,0.9738,1.006
2.441000,0.0699,0.2431,0.9743,1.007
2.443000,0.0718,0.2448,0.9743,1.007
2.445000,0.0709,0.2446,0.9751,1.008
2.448000,0.0711,0.2438,0.9748,1.007
2.450000,0.0704,0.2450,0.9729,1.006
2.452000,0.0699,0.2450,0.9714,1.004
2.453000,0.0696,0.2446,0.9709,1.004
2.456000,0.0694,0.2448,0.9694,1.002
2.457000,0.0682,0.2450,0.9694,1.002
2.459000,0.0665,0.2446,0.9707,1.003
2.461000,0.0682,0.2453,0.9714,1.004
2.463000,0.0679,0.2446,0.9719,1.004
2.466000,0.0689,0.2446,0.9721,1.005
2.469000,0.0679,0.2436,0.9719,1.004
2.470000,0.0677,0.2428,0.9711,1.003
2.472000,0.0689,0.2421,0.9699,1.002
2.473000,0.0684,0.2431,0.9685,1.001
2.476000,0.0691,0.2426,0.9682,1.001
2.478000,0.0694,0.2414,0.9665,0.999
2.479000,0.0701,0.2421,0.9658,0.998
2.484000,0.0718,0.2411,0.9648,0.997
2.485000,0.0713,0.2406,0.9638,0.996
2.486000,0.0735,0.2404,0.9621,0.994
2.488000,0.0745,0.2411,0.9606,0.993
2.490000,0.0750,0.2411,0.9602,0.993
2.492000,0.0738,0.2409,0.9604,0.993
2.493000,0.0723,0.2404,0.9609,0.993
2.496000,0.0730,0.2406,0.9611,0.993
2.497000,0.0743,0.2397,0.9611,0.993
2.500000,0.0735,0.2409,0.9633,0.996
2.502000,0.0735,0.2416,0.9631,0.996
2.503000,0.0726,0.2409,0.9621,0.994
2.505000,0.0718,0.2409,0.9638,0.996
2.507000,0.0726,0.2409,0.9633,0.996
2.509000,0.0745,0.2402,0.9624,0.995
2.511000,0.0730,0.2404,0.9614,0.994
2.513000,0.0730,0.2402,0.9611,0.993
2.516000,0.0730,0.2419,0.9609,0.994
2.518000,0.0728,0.2421,0.9599,0.993
2.519000,0.0730,0.2404,0.9577,0.990
2.521000,0.0721,0.2394,0.9577,0.990
2.523000,0.0691,0.2394,0.9572,0.989
2.526000,0.0689,0.2389,0.9562,0.988
2.528000,0.0696,0.2404,0.9575,0.990
2.529000,0.0687,0.2406,0.9577,0.990
2.534000,0.0691,0.2414,0.9577,0.990
2.535000,0.0691,0.2404,0.9592,0.991
2.536000,0.0687,0.2387,0.9609,0.992
2.537000,0.0699,0.2382,0.9624,0.994
2.540000,0.0694,0.2387,0.9631,0.995
2.541000,0.0682,0.2387,0.9626,0.994
2.543000,0.0689,0.2382,0.9619,0.993
2.546000,0.0687,0.2389,0.9626,0.994
2.549000,0.0694,0.2387,0.9653,0.997
2.550000,0.0701,0.2387,0.9660,0.998
2.553000,0.0711,0.2397,0.9660,0.998
2.554000,0.0728,0.2397,0.9667,0.999
2.556000,0.0709,0.2375,0.9665,0.998
2.557000,0.0704,0.2394,0.9682,1.000
2.560000,0.0713,0.2414,0.9692,1.001
2.561000,0.0716,0.2411,0.9702,1.002
2.563000,0.0723,0.2397,0.9677,1.000
2.566000,0.0730,0.2397,0.9672,0.999
2.568000,0.0740,0.2414,0.9687,1.001
2.569000,0.0738,0.2424,0.9692,1.002
2.572000,0.0718,0.2414,0.9677,1.000
2.573000,0.0735,0.2428,0.9682,1.001
2.576000,0.0745,0.2431,0.9692,1.002
2.577000,0.0748,0.2433,0.9682,1.001
2.579000,0.0755,0.2424,0.9704,1.003
2.585000,0.0752,0.2431,0.9697,1.003
2.586000,0.0755,0.2433,0.9704,1.003
2.587000,0.0772,0.2431,0.9699,1.003
2.588000,0.0760,0.2443,0.9699,1.003
2.589000,0.0765,0.2438,0.9694,1.003
2.592000,0.0767,0.2443,0.9677,1.001
2.594000,0.0755,0.2446,0.9680,1.001
2.596000,0.0752,0.2438,0.9665,1.000
2.599000,0.0752,0.2428,0.9670,1.000
2.600000,0.0745,0.2431,0.9670,1.000
2.602000,0.0730,0.2426,0.9672,1.000
2.604000,0.0728,0.2438,0.9682,1.001
2.606000,0.0726,0.2441,0.9685,1.001
2.607000,0.0728,0.2433,0.9682,1.001
2.610000,0.0704,0.2441,0.9675,1.000
2.611000,0.0689,0.2446,0.9663,0.999
2.613000,0.0684,0.2446,0.9672,1.000
2.616000,0.0694,0.2431,0.9665,0.999
2.618000,0.0689,0.2433,0.9655,0.998
2.619000,0.0689,0.2433,0.9641,0.997
2.622000,0.0684,0.2433,0.9643,0.997
2.624000,0.0691,0.2433,0.9650,0.998
2.625000,0.0677,0.2431,0.9648,0.997
2.627000,0.0687,0.2421,0.9648,0.997
2.629000,0.0704,0.2419,0.9638,0.996
2.632000,0.0709,0.2416,0.9653,0.998
2.634000,0.0723,0.2414,0.9653,0.998
2.635000,0.0718,0.2394,0.9641,0.996
2.638000,0.0711,0.2392,0.9641,0.996
2.640000,0.0721,0.2380,0.9621,0.994
2.641000,0.0726,0.2399,0.9614,0.994
2.643000,0.0730,0.2411,0.9619,0.994
2.645000,0.0713,0.2394,0.9631,0.995
2.650000,0.0694,0.2404,0.9633,0.995
2.650000,0.0691,0.2406,0.9636,0.996
2.651000,0.0706,0.2394,0.9638,0.996
2.654000,0.0716,0.2406,0.9628,0.995
2.655000,0.0709,0.2402,0.9621,0.994
2.658000,0.0716,0.2414,0.9621,0.995
2.659000,0.0706,0.2411,0.9628,0.995
2.661000,0.0699,0.2406,0.9616,0.994
2.663000,0.0711,0.2419,0.9614,0.994
2.666000,0.0711,0.2409,0.9628,0.995
2.667000,0.0713,0.2411,0.9638,0.996
2.669000,0.0718,0.2416,0.9633,0.996
2.672000,0.0728,0.2399,0.9636,0.996
2.673000,0.0733,0.2406,0.9648,0.997
2.675000,0.0740,0.2411,0.9670,0.999
2.677000,0.0743,0.2399,0.9672,0.999
2.679000,0.0750,0.2389,0.9680,1.000
2.686000,0.0748,0.2411,0.9711,1.003
2.687000,0.0757,0.2404,0.9704,1.003
2.687000,0.0748,0.2399,0.9704,1.002
2.692000,0.0718,0.2399,0.9719,1.004
2.692000,0.0718,0.2406,0.9707,1.003
2.693000,0.0728,0.2414,0.9694,1.002
2.694000,0.0757,0.2404,0.9682,1.000
2.696000,0.0755,0.2402,0.9667,0.999
2.697000,0.0755,0.2399,0.9658,0.998
2.700000,0.0745,0.2406,0.9663,0.999
2.702000,0.0760,0.2411,0.9636,0.996
2.704000,0.0735,0.2411,0.9646,0.997
2.706000,0.0730,0.2411,0.9631,0.995
2.708000,0.0730,0.2421,0.9609,0.994
2.709000,0.0730,0.2421,0.9626,0.995
2.711000,0.0726,0.2414,0.9633,0.996
2.713000,0.0721,0.2419,0.9626,0.995
2.715000,0.0723,0.2424,0.9624,0.995
2.718000,0.0730,0.2419,0.9619,0.994
2.720000,0.0728,0.2419,0.9614,0.994
2.721000,0.0709,0.2426,0.9616,0.994
2.723000,0.0706,0.2416,0.9619,0.994
2.725000,0.0718,0.2419,0.9626,0.995
2.727000,0.0696,0.2443,0.9633,0.996
2.729000,0.0709,0.2438,0.9628,0.996
2.732000,0.0730,0.2421,0.9631,0.996
2.734000,0.0735,0.2433,0.9650,0.998
2.736000,0.0728,0.2438,0.9648,0.998
2.738000,0.0726,0.2441,0.9663,0.999
2.740000,0.0716,0.2441,0.9675,1.000
2.741000,0.0718,0.2450,0.9677,1.001
2.743000,0.0713,0.2458,0.9675,1.001
2.745000,0.0713,0.2453,0.9660,0.999
2.748000,0.0723,0.2453,0.9648,0.998
2.749000,0.0706,0.2453,0.9638,0.997
2.752000,0.0701,0.2441,0.9628,0.996
2.754000,0.0694,0.2431,0.9624,0.995
2.755000,0.0667,0.2438,0.9621,0.995
2.758000,0.0667,0.2453,0.9614,0.994
2.760000,0.0662,0.2450,0.9616,0.995
2.761000,0.0677,0.2441,0.9616,0.994
2.763000,0.0674,0.2438,0.9604,0.993
2.766000,0.0669,0.2433,0.9614,0.994
2.768000,0.0662,0.2424,0.9636,0.996
2.769000,0.0674,0.2436,0.9633,0.996
2.772000,0.0687,0.2450,0.9641,0.997
2.773000,0.0701,0.2426,0.9655,0.998
2.775000,0.0694,0.2428,0.9672,1.000
2.777000,0.0701,0.2433,0.9680,1.001
2.780000,0.0701,0.2433,0.9716,1.004
2.781000,0.0711,0.2433,0.9729,1.005
2.785000,0.0713,0.2441,0.9729,1.006
2.786000,0.0709,0.2431,0.9719,1.004
2.787000,0.0716,0.2409,0.9719,1.004
2.789000,0.0701,0.2409,0.9721,1.004
2.792000,0.0718,0.2394,0.9724,1.004
2.793000,0.0728,0.2389,0.9714,1.003
2.796000,0.0728,0.2404,0.9719,1.004
2.797000,0.0735,0.2409,0.9709,1.003
2.801000,0.0721,0.2411,0.9704,1.003
2.802000,0.0701,0.2406,0.9699,1.002
2.804000,0.0699,0.2414,0.9687,1.001
2.805000,0.0701,0.2399,0.9675,0.999
2.807000,0.0694,0.2394,0.9660,0.998
2.809000,0.0689,0.2392,0.9655,0.997
2.811000,0.0684,0.2409,0.9670,0.999
2.813000,0.0696,0.2419,0.9660,0.998
2.816000,0.0699,0.2411,0.9653,0.997
2.818000,0.0687,0.2406,0.9648,0.997
2.820000,0.0696,0.2406,0.9638,0.996
2.823000,0.0706,0.2402,0.9636,0.996
2.823000,0.0718,0.2406,0.9655,0.998
2.826000,0.0730,0.2411,0.9643,0.997
2.828000,0.0726,0.2402,0.9653,0.997
2.829000,0.0730,0.2406,0.9646,0.997
2.831000,0.0733,0.2426,0.9653,0.998
2.834000,0.0738,0.2426,0.9658,0.999
2.835000,0.0750,0.2406,0.9663,0.999
2.837000,0.0760,0.2406,0.9655,0.998
2.840000,0.0755,0.2411,0.9660,0.999
2.843000,0.0748,0.2409,0.9672,1.000
2.844000,0.0750,0.2414,0.9680,1.000
2.845000,0.0738,0.2404,0.9670,0.999
2.847000,0.0730,0.2392,0.9650,0.997
2.850000,0.0726,0.2399,0.9641,0.996
2.851000,0.0733,0.2404,0.9633,0.996
2.853000,0.0726,0.2402,0.9633,0.995
2.855000,0.0728,0.2397,0.9636,0.996
2.858000,0.0745,0.2397,0.9633,0.995
2.860000,0.0757,0.2404,0.9638,0.996
2.862000,0.0770,0.2426,0.9619,0.995
2.863000,0.0770,0.2416,0.9614,0.994
2.866000,0.0757,0.2406,0.9614,0.994
2.868000,0.0760,0.2411,0.9609,0.994
2.869000,0.0760,0.2411,0.9597,0.992
2.873000,0.0760,0.2406,0.9577,0.990
2.875000,0.0762,0.2416,0.9570,0.990
2.876000,0.0765,0.2414,0.9570,0.990
2.877000,0.0770,0.2414,0.9582,0.991
2.883000,0.0772,0.2416,0.9580,0.991
2.884000,0.0784,0.2421,0.9575,0.991
2.885000,0.0777,0.2409,0.9570,0.990
2.886000,0.0762,0.2392,0.9575,0.990
2.892000,0.0750,0.2387,0.9584,0.991
2.896000,0.0743,0.2399,0.9589,0.991
2.896000,0.0740,0.2389,0.9611,0.993
2.898000,0.0730,0.2389,0.9609,0.993
2.899000,0.0721,0.2389,0.9621,0.994
2.900000,0.0743,0.2409,0.9614,0.994
2.900000,0.0740,0.2414,0.9621,0.995
2.901000,0.0735,0.2419,0.9643,0.997
2.909000,0.0728,0.2426,0.9670,1.000
2.910000,0.0723,0.2433,0.9675,1.000
2.910000,0.0718,0.2438,0.9680,1.001
2.911000,0.0699,0.2436,0.9677,1.000
2.911000,0.0699,0.2421,0.9687,1.001
2.913000,0.0706,0.2424,0.9699,1.002
2.916000,0.0687,0.2436,0.9699,1.002
2.917000,0.0694,0.2419,0.9711,1.003
2.919000,0.0689,0.2419,0.9702,1.002
2.921000,0.0696,0.2421,0.9685,1.001
2.924000,0.0691,0.2428,0.9699,1.002
2.929000,0.0687,0.2419,0.9702,1.002
2.929000,0.0679,0.2419,0.9689,1.001
2.930000,0.0672,0.2436,0.9680,1.000
2.934000,0.0669,0.2438,0.9672,1.000
2.935000,0.0689,0.2436,0.9663,0.999
2.936000,0.0711,0.2416,0.9650,0.997
2.938000,0.0721,0.2411,0.9631,0.995
2.939000,0.0745,0.2416,0.9638,0.996
2.941000,0.0748,0.2436,0.9631,0.996
2.943000,0.0757,0.2431,0.9641,0.997
2.945000,0.0777,0.2419,0.9646,0.997
2.948000,0.0774,0.2404,0.9643,0.997
2.951000,0.0782,0.2397,0.9650,0.997
2.952000,0.0777,0.2389,0.9648,0.997
2.953000,0.0767,0.2394,0.9646,0.997
2.956000,0.0772,0.2402,0.9638,0.996
2.957000,0.0782,0.2402,0.9650,0.998
2.959000,0.0777,0.2406,0.9641,0.997
2.961000,0.0779,0.2409,0.9643,0.997
2.963000,0.0760,0.2414,0.9653,0.998
2.965000,0.0760,0.2406,0.9648,0.997
2.968000,0.0743,0.2399,0.9646,0.997
2.970000,0.0740,0.2411,0.9646,0.997
2.971000,0.0723,0.2426,0.9660,0.999
2.973000,0.0723,0.2421,0.9643,0.997
2.976000,0.0728,0.2431,0.9638,0.997
2.977000,0.0718,0.2414,0.9631,0.995
2.979000,0.0704,0.2424,0.9628,0.995
2.982000,0.0696,0.2424,0.9628,0.995
2.986000,0.0701,0.2426,0.9624,0.995
2.987000,0.0713,0.2426,0.9626,0.995
2.987000,0.0730,0.2406,0.9631,0.995
2.989000,0.0728,0.2404,0.9631,0.995
2.992000,0.0718,0.2419,0.9636,0.996
2.993000,0.0721,0.2424,0.9628,0.995
2.996000,0.0716,0.2426,0.9641,0.997
2.997000,0.0706,0.2426,0.9641,0.997
3.001000,0.0711,0.2426,0.9650,0.998
3.002000,0.0704,0.2419,0.9665,0.999
3.003000,0.0699,0.2419,0.9677,1.000
3.005000,0.0704,0.2421,0.9689,1.001
3.008000,0.0701,0.2404,0.9687,1.001
3.009000,0.0696,0.2414,0.9687,1.001
3.011000,0.0696,0.2419,0.9680,1.000
3.013000,0.0713,0.2406,0.9692,1.001
3.019000,0.0711,0.2406,0.9709,1.003
3.020000,0.0711,0.2411,0.9709,1.003
3.020000,0.0723,0.2399,0.9716,1.003
3.021000,0.0728,0.2389,0.9707,1.002
3.025000,0.0730,0.2382,0.9702,1.002
3.025000,0.0728,0.2387,0.9714,1.003
3.027000,0.0721,0.2397,0.9699,1.002
3.029000,0.0711,0.2392,0.9697,1.001
3.031000,0.0728,0.2399,0.9687,1.001
3.033000,0.0723,0.2394,0.9682,1.000
3.036000,0.0721,0.2397,0.9680,1.000
3.037000,0.0711,0.2426,0.9648,0.997
3.039000,0.0713,0.2406,0.9658,0.998
3.041000,0.0709,0.2397,0.9653,0.997
3.043000,0.0713,0.2419,0.9636,0.996
3.045000,0.0721,0.2416,0.9641,0.996
3.047000,0.0718,0.2419,0.9641,0.997
3.049000,0.0706,0.2421,0.9631,0.996
3.052000,0.0716,0.2428,0.9628,0.996
3.053000,0.0723,0.2431,0.9619,0.995
3.056000,0.0735,0.2428,0.9616,0.995
3.057000,0.0745,0.2441,0.9616,0.995
3.059000,0.0760,0.2441,0.9609,0.994
3.061000,0.0757,0.2438,0.9599,0.993
3.063000,0.0762,0.2450,0.9621,0.996
3.066000,0.0767,0.2450,0.9626,0.996
3.068000,0.0762,0.2446,0.9628,0.996
3.070000,0.0767,0.2455,0.9624,0.996
3.072000,0.0774,0.2453,0.9624,0.996
3.073000,0.0757,0.2448,0.9624,0.996
3.075000,0.0748,0.2441,0.9633,0.997
3.077000,0.0743,0.2428,0.9631,0.996
3.079000,0.0740,0.2438,0.9606,0.994
3.081000,0.0730,0.2433,0.9604,0.993
3.088000,0.0730,0.2426,0.9602,0.993
3.089000,0.0723,0.2428,0.9602,0.993
3.090000,0.0726,0.2414,0.9594,0.992
3.090000,0.0726,0.2411,0.9599,0.992
3.091000,0.0699,0.2433,0.9602,0.993
3.093000,0.0691,0.2428,0.9619,0.994
3.096000,0.0704,0.2416,0.9624,0.995
3.098000,0.0709,0.2416,0.9626,0.995
3.100000,0.0718,0.2411,0.9643,0.997
3.103000,0.0721,0.2424,0.9658,0.998
3.104000,0.0721,0.2426,0.9665,0.999
3.106000,0.0721,0.2406,0.9672,0.999
3.107000,0.0728,0.2399,0.9663,0.998
3.109000,0.0721,0.2402,0.9675,0.999
3.111000,0.0740,0.2404,0.9667,0.999
3.113000,0.0748,0.2404,0.9685,1.001
3.117000,0.0740,0.2392,0.9687,1.001
3.118000,0.0755,0.2375,0.9680,1.000
3.120000,0.0752,0.2394,0.9677,1.000
3.122000,0.0752,0.2402,0.9675,1.000
3.124000,0.0767,0.2394,0.9665,0.999
3.126000,0.0762,0.2399,0.9667,0.999
3.128000,0.0757,0.2399,0.9667,0.999
3.129000,0.0755,0.2394,0.9667,0.999
3.132000,0.0730,0.2397,0.9665,0.998
3.134000,0.0735,0.2402,0.9667,0.999
3.136000,0.0735,0.2402,0.9670,0.999
3.137000,0.0733,0.2399,0.9670,0.999
3.139000,0.0735,0.2399,0.9663,0.998
3.141000,0.0711,0.2411,0.9660,0.998
3.143000,0.0723,0.2409,0.9672,0.999
3.145000,0.0723,0.2406,0.9672,0.999
3.147000,0.0721,0.2421,0.9677,1.000
3.151000,0.0735,0.2426,0.9677,1.000
3.151000,0.0735,0.2426,0.9677,1.000
3.154000,0.0733,0.2431,0.9687,1.001
3.156000,0.0726,0.2404,0.9675,1.000
3.157000,0.0721,0.2402,0.9670,0.999
3.159000,0.0733,0.2414,0.9658,0.998
3.161000,0.0728,0.2414,0.9648,0.997
3.163000,0.0723,0.2406,0.9641,0.996
3.165000,0.0718,0.2414,0.9648,0.997
3.167000,0.0738,0.2404,0.9658,0.998
3.170000,0.0743,0.2409,0.9660,0.998
3.171000,0.0745,0.2416,0.9655,0.998
3.173000,0.0733,0.2406,0.9624,0.995
3.175000,0.0735,0.2411,0.9616,0.994
3.177000,0.0726,0.2402,0.9616,0.994
3.179000,0.0728,0.2402,0.9619,0.994
3.181000,0.0721,0.2404,0.9604,0.993
3.187000,0.0733,0.2404,0.9621,0.994
3.188000,0.0735,0.2406,0.9609,0.993
3.189000,0.0723,0.2409,0.9624,0.995
3.190000,0.0718,0.2414,0.9633,0.996
3.193000,0.0713,0.2402,0.9636,0.996
3.194000,0.0718,0.2406,0.9638,0.996
3.197000,0.0711,0.2409,0.9636,0.996
3.197000,0.0721,0.2406,0.9643,0.996
3.200000,0.0706,0.2406,0.9633,0.995
3.201000,0.0711,0.2409,0.9626,0.995
3.203000,0.0728,0.2421,0.9641,0.997
3.205000,0.0730,0.2419,0.9641,0.997
3.208000,0.0735,0.2416,0.9646,0.997
3.209000,0.0745,0.2414,0.9670,0.999
3.211000,0.0723,0.2416,0.9677,1.000
3.213000,0.0723,0.2419,0.9665,0.999
3.215000,0.0735,0.2411,0.9665,0.999
3.217000,0.0743,0.2416,0.9687,1.001
3.219000,0.0745,0.2409,0.9694,1.002
3.221000,0.0740,0.2406,0.9699,1.002
3.224000,0.0757,0.2402,0.9694,1.002
3.225000,0.0755,0.2411,0.9697,1.002
3.227000,0.0757,0.2411,0.9694,1.002
3.229000,0.0782,0.2387,0.9699,1.002
3.231000,0.0777,0.2387,0.9697,1.002
3.233000,0.0765,0.2406,0.9685,1.001
3.236000,0.0752,0.2394,0.9677,1.000
3.238000,0.0748,0.2385,0.9680,1.000
3.240000,0.0748,0.2394,0.9667,0.999
3.241000,0.0730,0.2394,0.9648,0.997
3.244000,0.0738,0.2399,0.9655,0.998
3.245000,0.0733,0.2392,0.9653,0.997
3.248000,0.0730,0.2387,0.9638,0.996
3.249000,0.0730,0.2375,0.9638,0.995
3.251000,0.0728,0.2380,0.9650,0.997
3.253000,0.0713,0.2380,0.9655,0.997
3.256000,0.0716,0.2382,0.9636,0.995
3.257000,0.0730,0.2392,0.9628,0.995
3.259000,0.0723,0.2399,0.9626,0.995
3.261000,0.0716,0.2399,0.9624,0.994
3.263000,0.0716,0.2389,0.9619,0.994
3.265000,0.0723,0.2414,0.9619,0.994
3.271000,0.0723,0.2428,0.9614,0.994
3.271000,0.0738,0.2438,0.9621,0.995
3.272000,0.0745,0.2450,0.9599,0.993
3.274000,0.0743,0.2450,0.9589,0.993
3.276000,0.0723,0.2455,0.9592,0.993
3.277000,0.0711,0.2441,0.9584,0.992
3.280000,0.0716,0.2448,0.9582,0.992
3.281000,0.0718,0.2438,0.9606,0.994
3.284000,0.0730,0.2431,0.9609,0.994
3.286000,0.0735,0.2431,0.9621,0.995
3.287000,0.0718,0.2450,0.9619,0.995
3.290000,0.0689,0.2438,0.9619,0.995
3.291000,0.0691,0.2431,0.9619,0.995
3.293000,0.0682,0.2446,0.9624,0.995
3.296000,0.0669,0.2443,0.9636,0.996
3.297000,0.0689,0.2436,0.9648,0.997
3.300000,0.0689,0.2443,0.9653,0.998
3.301000,0.0679,0.2436,0.9667,0.999
3.303000,0.0679,0.2433,0.9672,1.000
3.306000,0.0677,0.2438,0.9680,1.000
3.308000,0.0684,0.2455,0.9694,1.002
3.309000,0.0674,0.2446,0.9711,1.004
3.311000,0.0679,0.2446,0.9714,1.004
3.313000,0.0687,0.2426,0.9719,1.004
3.315000,0.0687,0.2426,0.9731,1.005
3.317000,0.0687,0.2431,0.9731,1.005
3.319000,0.0699,0.2424,0.9729,1.005
3.322000,0.0699,0.2411,0.9733,1.005
3.323000,0.0689,0.2411,0.9733,1.005
3.325000,0.0699,0.2406,0.9729,1.005
3.327000,0.0706,0.2402,0.9729,1.005
3.329000,0.0706,0.2399,0.9736,1.005
3.331000,0.0713,0.2411,0.9731,1.005
3.333000,0.0718,0.2411,0.9707,1.003
3.335000,0.0733,0.2419,0.9699,1.002
3.338000,0.0735,0.2419,0.9692,1.002
3.339000,0.0745,0.2411,0.9709,1.003
3.341000,0.0755,0.2414,0.9711,1.004
3.343000,0.0755,0.2411,0.9709,1.003
3.345000,0.0755,0.2424,0.9692,1.002
3.347000,0.0743,0.2424,0.9687,1.001
3.350000,0.0750,0.2416,0.9670,1.000
3.351000,0.0760,0.2426,0.9636,0.997
3.353000,0.0750,0.2421,0.9636,0.996
3.356000,0.0748,0.2406,0.9626,0.995
3.357000,0.0765,0.2406,0.9616,0.994
3.359000,0.0762,0.2411,0.9616,0.994
3.361000,0.0762,0.2416,0.9589,0.992
3.363000,0.0770,0.2411,0.9594,0.992
3.365000,0.0767,0.2414,0.9597,0.993
3.368000,0.0777,0.2409,0.9611,0.994
3.369000,0.0777,0.2387,0.9621,0.994
3.371000,0.0772,0.2382,0.9619,0.994
3.373000,0.0779,0.2372,0.9606,0.993
3.375000,0.0757,0.2382,0.9609,0.993
3.377000,0.0745,0.2387,0.9621,0.994
3.379000,0.0745,0.2372,0.9631,0.995
3.381000,0.0735,0.2365,0.9616,0.993
3.387000,0.0733,0.2363,0.9619,0.993
3.388000,0.0696,0.2372,0.9628,0.994
3.389000,0.0701,0.2375,0.9626,0.994
3.390000,0.0706,0.2370,0.9626,0.994
3.392000,0.0711,0.2365,0.9636,0.995
3.393000,0.0701,0.2377,0.9624,0.994
3.397000,0.0691,0.2380,0.9624,0.994
3.397000,0.0684,0.2375,0.9606,0.992
3.400000,0.0687,0.2380,0.9611,0.993
3.401000,0.0699,0.2377,0.9626,0.994
3.405000,0.0684,0.2355,0.9624,0.993
3.405000,0.0677,0.2358,0.9611,0.992
3.408000,0.0677,0.2363,0.9619,0.993
3.409000,0.0679,0.2370,0.9624,0.993
3.411000,0.0684,0.2372,0.9624,0.994
3.413000,0.0701,0.2380,0.9624,0.994
3.415000,0.0709,0.2385,0.9628,0.994
3.417000,0.0733,0.2402,0.9614,0.994
3.419000,0.0723,0.2404,0.9616,0.994
3.421000,0.0730,0.2402,0.9611,0.993
3.423000,0.0721,0.2394,0.9628,0.995
3.425000,0.0728,0.2389,0.9619,0.994
3.428000,0.0755,0.2392,0.9626,0.995
3.429000,0.0765,0.2392,0.9636,0.996
3.431000,0.0755,0.2394,0.9646,0.997
3.434000,0.0752,0.2399,0.9646,0.997
3.436000,0.0750,0.2404,0.9646,0.997
3.437000,0.0757,0.2394,0.9665,0.999
3.439000,0.0762,0.2399,0.9667,0.999
3.441000,0.0755,0.2411,0.9677,1.000
3.443000,0.0752,0.2409,0.9672,1.000
3.445000,0.0738,0.2411,0.9670,0.999
3.447000,0.0755,0.2428,0.9675,1.000
3.449000,0.0760,0.2436,0.9667,1.000
3.452000,0.0757,0.2441,0.9667,1.000
3.453000,0.0750,0.2438,0.9680,1.001
3.456000,0.0748,0.2455,0.9694,1.003
3.457000,0.0752,0.2458,0.9692,1.003
3.459000,0.0735,0.2450,0.9677,1.001
3.461000,0.0718,0.2448,0.9685,1.001
3.463000,0.0721,0.2438,0.9682,1.001
3.465000,0.0711,0.2448,0.9699,1.003
3.469000,0.0706,0.2438,0.9721,1.005
